1.564714356301903364e-01,6.630044261231315517e+00
1.604644647895413223e-01,6.664335774801744883e+00
1.624609793692168291e-01,6.685000468024716369e+00
1.724435522675943355e-01,6.776064901552512509e+00
1.742182318939725361e-01,6.785158766216451198e+00
1.764365814269453214e-01,6.807444525335480279e+00
1.764365814269453214e-01,6.819197726370370027e+00
1.804904918462982566e-01,6.857821203590635406e+00
1.825174470559747242e-01,6.880829445428098268e+00
1.926522231043570899e-01,6.983383996865174304e+00
1.944539610685139530e-01,6.994736076344456599e+00
1.967061335237100250e-01,7.019634991782857547e+00
1.967061335237100250e-01,7.031113752721525501e+00
2.007986421245277486e-01,7.074153486175574379e+00
2.028448964249366104e-01,7.099640955368929696e+00
2.130761679269809472e-01,7.214166226185632524e+00
2.148950606384554818e-01,7.227763059264884937e+00
2.171686765277986708e-01,7.255442050517459052e+00
2.171686765277986708e-01,7.266837189147389964e+00
2.212780507205626968e-01,7.314528605213761914e+00
2.233327378169447097e-01,7.342692331440956011e+00
2.336061732988547746e-01,7.470026974544704323e+00
2.354325618289721256e-01,7.485962443421493084e+00
2.377155474916188005e-01,7.516657812114285520e+00
2.377155474916188005e-01,7.528084384749177183e+00
2.418347479674429479e-01,7.580960379338346655e+00
2.438943482053550216e-01,7.612166108359005534e+00
2.541923493949154178e-01,7.753922358737260545e+00
2.560231051619483722e-01,7.772390585779131555e+00
2.583115498707395652e-01,7.806520104973219354e+00
2.583115498707395652e-01,7.818157339758400326e+00
2.624367489609802928e-01,7.876959159419712364e+00
2.644993485061006844e-01,7.911682214520553202e+00
2.748123462317024757e-01,8.070011753214089367e+00
2.766457680495872373e-01,8.091312887539899634e+00
2.789375453219432033e-01,8.129414104144318642e+00
2.789375453219432033e-01,8.141426200096328003e+00
2.830699949816946059e-01,8.207145839729603765e+00
2.851362198115703350e-01,8.246002947294570617e+00
2.954673439609488139e-01,8.423718020632495751e+00
2.973039882541716472e-01,8.448258732678890937e+00
2.995997936207002166e-01,8.491020044904113107e+00
2.995997936207002166e-01,8.503591785464118757e+00
3.037413136185511120e-01,8.577431183817271432e+00
3.058120736174765320e-01,8.621153809218506936e+00
3.161658736121037983e-01,8.821603636370713986e+00
3.180065491667041777e-01,8.849886721797421529e+00
3.203073936099546937e-01,8.898118427240504502e+00
3.203073936099546937e-01,8.911426812206626025e+00
3.244752691963644908e-01,8.995082747856097072e+00
3.265592069895694172e-01,9.044713141728191630e+00
3.369788959555939933e-01,9.272590377757786939e+00
3.388312851051094587e-01,9.305266203902123223e+00
3.411467715420037905e-01,9.360100779583655495e+00
3.411467715420037905e-01,9.374477727788899983e+00
3.453511024751788061e-01,9.469817278817703965e+00
3.474532679417662862e-01,9.526477753720719477e+00
3.579640952747037974e-01,9.786844309386236063e+00
3.598326868005593537e-01,9.824656630419227099e+00
3.621684262078788130e-01,9.887288888917227681e+00
3.621684262078788130e-01,9.903004633012443492e+00
3.664265800246530591e-01,1.001230249565723440e+01
3.685556569330402099e-01,1.007735999806072336e+01
3.792010414749758529e-01,1.037628865621327634e+01
3.810935542824310795e-01,1.042009713686136685e+01
3.834591952917500990e-01,1.049194017840244442e+01
3.834591952917500990e-01,1.050934717501147553e+01
3.877905684638466299e-01,1.063516973264707666e+01
3.899562550498948399e-01,1.071014189792025562e+01
4.007846879801361117e-01,1.105427977311381937e+01
4.027097427232901317e-01,1.110502526584142124e+01
4.051160611522326427e-01,1.118757985821476986e+01
4.051160611522326427e-01,1.120702115170223934e+01
4.095404347485872565e-01,1.135204352818596796e+01
4.117526215467645634e-01,1.143845902174189888e+01
4.228135555376511534e-01,1.183438255793688043e+01
4.247799438026976238e-01,1.189301461273161742e+01
4.272379291340057672e-01,1.198767561603933274e+01
4.272379291340057672e-01,1.200938730441394497e+01
4.317633149072706011e-01,1.217566755311834825e+01
4.340260077939030459e-01,1.227454401896052616e+01
4.453394722270651584e-01,1.272648351790745913e+01
4.473507547929606587e-01,1.279372785020044390e+01
4.498648580003299924e-01,1.290117306265015884e+01
4.498648580003299924e-01,1.292495990079755330e+01
4.544778563878804634e-01,1.311281615730192307e+01
4.567843555816556989e-01,1.322387507155136532e+01
4.683168515505319318e-01,1.373042114646235667e+01
4.703670730561099189e-01,1.380642048805406041e+01
4.729298499380824028e-01,1.392576989153784872e+01
4.729298499380824028e-01,1.395060178431550035e+01
4.776104857330636388e-01,1.415811437259648997e+01
4.799508036305542569e-01,1.427952275421828077e+01
4.916523931180072915e-01,1.483238440113725609e+01
4.937326756935545014e-01,1.491636078317041658e+01
4.963330289129885275e-01,1.504495057026464444e+01
4.963330289129885275e-01,1.506919493245528052e+01
5.010688477371105787e-01,1.529200825800185370e+01
5.034367571491716875e-01,1.542042591205756530e+01
5.152763042094767876e-01,1.600438309861378272e+01
5.173811125757532547e-01,1.609434255997045682e+01
5.200121230335988942e-01,1.622789826756760334e+01
5.200121230335988942e-01,1.624986302656549242e+01
5.248181838824589329e-01,1.648182156152577349e+01
5.272212143068889523e-01,1.661305580615345789e+01
5.392363664290391601e-01,1.720853895844481585e+01
5.413723934729769427e-01,1.730137983959448178e+01
5.440424272778991988e-01,1.743486537915537227e+01
5.440424272778991988e-01,1.745349679736424520e+01
5.489538967894248556e-01,1.768668089815869848e+01
5.514096315451876285e-01,1.781588573435458045e+01
5.636883053240016039e-01,1.840016344966027972e+01
5.658711806624574514e-01,1.849197711868828620e+01
5.685997748355272607e-01,1.862006993036891700e+01
5.685997748355272607e-01,1.863498513455365213e+01
5.736634760391501331e-01,1.886032561790612405e+01
5.761953266409616248e-01,1.898248466699552850e+01
5.888545796500189722e-01,1.953246297121021868e+01
5.911051135182957550e-01,1.961922729358439454e+01
5.939182808536418445e-01,1.973708081448566887e+01
5.939182808536418445e-01,1.974841008247102891e+01
5.991905332934126527e-01,1.995732524833863053e+01
6.018266595132979457e-01,2.006818264511210614e+01
6.150072906127248551e-01,2.056493179397227422e+01
6.173505139192896340e-01,2.064340200845781581e+01
6.202795430524956632e-01,2.074756845608308709e+01
6.202795430524956632e-01,2.075577387458348255e+01
6.258296413828665639e-01,2.094204092213938040e+01
6.286046905480519031e-01,2.103895725057854804e+01
6.424799363739790437e-01,2.147129981898951456e+01
6.449466467430328143e-01,2.153959232844362504e+01
6.480300347043499443e-01,2.162851032457003697e+01
6.480300347043499443e-01,2.163421118364461293e+01
6.539453045341260262e-01,2.179482744298219643e+01
6.569029394490140117e-01,2.187697073019584693e+01
6.716911140234540500e-01,2.224186058612312777e+01
6.743201228366878519e-01,2.229944655560335320e+01
6.776063838532301320e-01,2.237322207486139547e+01
6.776063838532301320e-01,2.237704744128369683e+01
6.839962098302642124e-01,2.251180173180386390e+01
6.871911228187813636e-01,2.257970724437712207e+01
7.031656877613666756e-01,2.288001694315801871e+01
7.060056104178262792e-01,2.292732356444193087e+01
7.095555137384007560e-01,2.298711626614381842e+01
7.095555137384007560e-01,2.298961074438053842e+01
7.165553929888035523e-01,2.310007512715760924e+01
7.200553326140048949e-01,2.315503247535947651e+01
7.375550307400117189e-01,2.339683153189018583e+01
7.406660881846351963e-01,2.343480097643930193e+01
7.445549099904145152e-01,2.348224791079922724e+01
7.445549099904145152e-01,2.348383613257210101e+01
7.523336450686681776e-01,2.357247484933099102e+01
7.562230126077950088e-01,2.361607016598732756e+01
7.756698503034292758e-01,2.380667527620743229e+01
7.791270658937642368e-01,2.383646010849871644e+01
7.834485853816829382e-01,2.387331746177868652e+01
7.834485853816829382e-01,2.387430880402480682e+01
7.922218893572553489e-01,2.394392137655039221e+01
7.966085413450415542e-01,2.397778663308832137e+01
8.185418012839726920e-01,2.412470350955238629e+01
8.224410474953381955e-01,2.414750068452132226e+01
8.273151052595451027e-01,2.417547064100631715e+01
8.273151052595451027e-01,2.417608063897673887e+01
8.373708425940175060e-01,2.422950984496168303e+01
8.423987112612537631e-01,2.425520922099545373e+01
8.675380545974348268e-01,2.436563311476558980e+01
8.720072711905336726e-01,2.438259994702157485e+01
8.775937919319072300e-01,2.440325612337958816e+01
8.775937919319072300e-01,2.440363027059700940e+01
8.893426601480859395e-01,2.444361388753709363e+01
8.952170942561752387e-01,2.446259343497917627e+01
9.245892647966219569e-01,2.454315035616772533e+01
9.298109840038124574e-01,2.455535283746650066e+01
9.363381330128006663e-01,2.457009866946346577e+01
9.363381330128006663e-01,2.457033333518844032e+01
9.490705064102404886e-01,2.529501470181389777e+01
9.554366931089605108e-01,2.582896710347247193e+01
9.872676266025601777e-01,2.844405804524446069e+01
9.929264592236445308e-01,2.888916420414193098e+01
1.000000000000000000e+00,2.945830584136993835e+01
1.000000000000000000e+00,2.947769696760398972e+01
