0.000000000000000000e+00,7.363544560198124422e+00
1.676839908814805593e-04,7.344349727372357250e+00
2.550531575539540050e-03,7.055183071562648678e+00
3.825797363309309859e-03,7.020797016752835518e+00
1.020212630215816020e-02,6.338141062415978411e+00
1.133569589128684447e-02,5.736309787619201295e+00
1.275265787769769982e-02,5.705399482245130827e+00
1.275265787769769982e-02,6.534691913787955997e+00
1.325401890440059717e-03,7.206310111632403981e+00
1.988102835660089142e-03,7.162070496010660037e+00
5.301607561760238868e-03,6.842530942493422863e+00
5.890675068622486764e-03,6.691991724103905526e+00
6.627009452200297718e-03,6.652308321952950187e+00
6.627009452200297718e-03,6.810845705453746568e+00
7.874905246176290910e-03,6.733352858361384641e+00
8.498853143164288373e-03,6.707728129906058712e+00
1.161859262810427222e-02,6.550802043922102413e+00
1.217321298098249065e-02,6.497008838658045349e+00
1.286648842208026541e-02,6.473213577268117191e+00
1.286648842208026541e-02,6.518414533226561502e+00
1.444630715822300092e-02,6.458998563884047250e+00
1.523621652629436954e-02,6.440699989052713903e+00
1.918576336665121090e-02,6.321983142016481594e+00
1.988790502715909181e-02,6.276776472765259740e+00
2.076558210279394467e-02,6.259856788028390184e+00
2.076558210279394467e-02,6.301434492864598447e+00
2.264020076224008624e-02,6.260923345192449752e+00
2.357751009196315528e-02,6.249622327258182786e+00
2.826405674057850398e-02,6.170296880358673519e+00
2.909722058922123433e-02,6.136846988690195737e+00
3.013867540002464554e-02,6.126444522138703164e+00
3.013867540002464554e-02,6.159581819452411011e+00
3.233242111726584989e-02,6.134027436999573091e+00
3.342929397588645379e-02,6.128515443743373758e+00
3.891365826898947333e-02,6.080990696353215874e+00
3.988865636554111971e-02,6.056318529171831777e+00
4.110740398623068115e-02,6.051446930455143480e+00
4.110740398623068115e-02,6.078988549225969429e+00
4.362054746190303922e-02,6.065811836045228667e+00
4.487711919973921826e-02,6.065215449203402720e+00
5.115997788892011344e-02,6.044537015742954544e+00
5.227693054477449558e-02,6.027074320098688709e+00
5.367312136459247152e-02,6.027014549490372630e+00
5.367312136459247152e-02,6.050217536513300409e+00
5.649608191580569178e-02,6.047348020248741740e+00
5.790756219141230537e-02,6.050964411762457473e+00
6.496496356944536643e-02,6.053125565051808543e+00
6.621961270331790106e-02,6.041603680601038029e+00
6.778792412065857975e-02,6.045765362912614016e+00
6.778792412065857975e-02,6.065644497197055784e+00
7.089975917795608706e-02,6.071437938283811064e+00
7.245567670660485460e-02,6.078705504035534446e+00
8.023526434984863676e-02,6.100494328048120529e+00
8.161830215309197334e-02,6.093915744157598624e+00
8.334709940714614407e-02,6.101815599544871738e+00
8.334709940714614407e-02,6.119150109399313031e+00
8.671697124218272212e-02,6.132289858457107279e+00
8.840190715970100421e-02,6.142761553690132992e+00
9.682658674729244241e-02,6.181589313327090274e+00
9.832430756286424101e-02,6.179153973808968914e+00
1.001964585823290066e-01,6.190398492236653283e+00
1.001964585823290066e-01,6.205807943670790472e+00
1.037859754528659695e-01,6.225245111387573083e+00
1.055807338881344648e-01,6.238571643950632684e+00
1.145545260644768859e-01,6.292375543613832889e+00
1.161498668958266395e-01,6.293442991868587910e+00
1.181440429350138488e-01,6.307719360906351547e+00
1.181440429350138488e-01,6.321702174473309732e+00
1.219101543134059190e-01,6.346619130038679835e+00
1.237932100026019472e-01,6.362537911368987054e+00
1.332084884485821297e-01,6.429726800074298865e+00
1.348823157278674911e-01,6.433798203097451207e+00
1.369745998269741860e-01,6.450869732662460443e+00
1.369745998269741860e-01,6.463820050134750694e+00
1.408739669876174216e-01,6.493616365871893947e+00
1.428236505679390256e-01,6.511950949867141958e+00
1.525720684695471008e-01,6.591398395432151780e+00
1.543051205409440851e-01,6.598103966616442939e+00
1.564714356301903364e-01,6.617815093674108695e+00
